id,json,geometrie,gemeinde_name,strasse_name
303446f8-3ef5-11e5-9fa9-0050569b7e95,"{""strasse_name"": ""Altkarlshof"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""00280"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""303446f8-3ef5-11e5-9fa9-0050569b7e95""}","LINESTRING (12.156709 54.092741, 12.153869 54.095627)","Rostock, Hanse- und Universitätsstadt",Altkarlshof
303518a8-3ef5-11e5-a019-0050569b7e95,"{""strasse_name"": ""Apfelweg"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""11570"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""303518a8-3ef5-11e5-a019-0050569b7e95""}","LINESTRING (12.130082 54.102565, 12.131092 54.104099)","Rostock, Hanse- und Universitätsstadt",Apfelweg
30342a10-3ef5-11e5-9fa0-0050569b7e95,"{""strasse_name"": ""Altbettelm\u00f6nchstr."", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""00240"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""30342a10-3ef5-11e5-9fa0-0050569b7e95""}","LINESTRING (12.135633 54.087048, 12.136807 54.087325)","Rostock, Hanse- und Universitätsstadt",Altbettelmönchstr.
3034b714-3ef5-11e5-9fe8-0050569b7e95,"{""strasse_name"": ""Am Strande"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""00530"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""3034b714-3ef5-11e5-9fe8-0050569b7e95""}","MULTILINESTRING ((12.129941 54.091980, 12.142967 54.092365), (12.142967 54.092365, 12.147227 54.091997), (12.147227 54.091997, 12.154111 54.090638), (12.145698 54.093183, 12.147227 54.091997), (12.142967 54.092365, 12.143026 54.092798), (12.144775 54.093222, 12.143026 54.092798), (12.136332 54.092626, 12.136004 54.092590, 12.135901 54.092492, 12.136064 54.092460, 12.136332 54.092626), (12.143026 54.092798, 12.136332 54.092626))","Rostock, Hanse- und Universitätsstadt",Am Strande
3034e658-3ef5-11e5-a001-0050569b7e95,"{""strasse_name"": ""An der Hege"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""00670"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""3034e658-3ef5-11e5-a001-0050569b7e95""}","LINESTRING (12.140780 54.089266, 12.141597 54.088724)","Rostock, Hanse- und Universitätsstadt",An der Hege
3034577e-3ef5-11e5-9fb2-0050569b7e95,"{""strasse_name"": ""Am Bliesathsberg"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""00330"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""3034577e-3ef5-11e5-9fb2-0050569b7e95""}","LINESTRING (12.145439 54.089251, 12.146396 54.089144)","Rostock, Hanse- und Universitätsstadt",Am Bliesathsberg
3034489c-3ef5-11e5-9faa-0050569b7e95,"{""strasse_name"": ""Altschmiedestr."", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""00290"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""3034489c-3ef5-11e5-9faa-0050569b7e95""}","LINESTRING (12.146304 54.088446, 12.146796 54.089851)","Rostock, Hanse- und Universitätsstadt",Altschmiedestr.
30345404-3ef5-11e5-9fb0-0050569b7e95,"{""strasse_name"": ""Amberg"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""00590"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""30345404-3ef5-11e5-9fb0-0050569b7e95""}","LINESTRING (12.145424 54.091154, 12.147118 54.090819)","Rostock, Hanse- und Universitätsstadt",Amberg
3034c826-3ef5-11e5-9ff1-0050569b7e95,"{""strasse_name"": ""Am Wendl\u00e4nder Schilde"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""00560"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""3034c826-3ef5-11e5-9ff1-0050569b7e95""}","MULTILINESTRING ((12.146367 54.087418, 12.145876 54.087835), (12.144639 54.087452, 12.145876 54.087835), (12.145876 54.087835, 12.146304 54.088446))","Rostock, Hanse- und Universitätsstadt",Am Wendländer Schilde
3034a760-3ef5-11e5-9fdf-0050569b7e95,"{""strasse_name"": ""Am Schwibbogen"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""00520"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""3034a760-3ef5-11e5-9fdf-0050569b7e95""}","LINESTRING (12.146367 54.087418, 12.147077 54.087766)","Rostock, Hanse- und Universitätsstadt",Am Schwibbogen
3034cee8-3ef5-11e5-9ff5-0050569b7e95,"{""strasse_name"": ""Am Ziegenmarkt"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""00580"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""3034cee8-3ef5-11e5-9ff5-0050569b7e95""}","LINESTRING (12.138320 54.089070, 12.138466 54.088696)","Rostock, Hanse- und Universitätsstadt",Am Ziegenmarkt
303481b8-3ef5-11e5-9fcb-0050569b7e95,"{""strasse_name"": ""Am Kanonsberg"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""11340"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""303481b8-3ef5-11e5-9fcb-0050569b7e95""}","LINESTRING (12.129941 54.091980, 12.127953 54.089881)","Rostock, Hanse- und Universitätsstadt",Am Kanonsberg
3034f242-3ef5-11e5-a008-0050569b7e95,"{""strasse_name"": ""An der Oberkante"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""00690"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""3034f242-3ef5-11e5-a008-0050569b7e95""}","MULTILINESTRING ((12.134265 54.090559, 12.138163 54.090535), (12.131581 54.090456, 12.134266 54.090508))","Rostock, Hanse- und Universitätsstadt",An der Oberkante
303433ac-3ef5-11e5-9fa5-0050569b7e95,"{""strasse_name"": ""Alter Markt"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""00260"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""303433ac-3ef5-11e5-9fa5-0050569b7e95""}","MULTILINESTRING ((12.147449 54.089205, 12.147022 54.090504), (12.147179 54.091077, 12.147022 54.090504), (12.147022 54.090504, 12.146455 54.089919))","Rostock, Hanse- und Universitätsstadt",Alter Markt
30350174-3ef5-11e5-a00d-0050569b7e95,"{""strasse_name"": ""An der Warnow"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""13900"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""30350174-3ef5-11e5-a00d-0050569b7e95""}","LINESTRING (12.151460 54.090124, 12.151014 54.086528)","Rostock, Hanse- und Universitätsstadt",An der Warnow
3034837a-3ef5-11e5-9fcc-0050569b7e95,"{""strasse_name"": ""Am Kayenm\u00fchlengraben"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""88410"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""3034837a-3ef5-11e5-9fcc-0050569b7e95""}","LINESTRING (12.105205 54.095621, 12.102076 54.097744)","Rostock, Hanse- und Universitätsstadt",Am Kayenmühlengraben
3034bdea-3ef5-11e5-9feb-0050569b7e95,"{""strasse_name"": ""Amtsstr."", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""00610"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""3034bdea-3ef5-11e5-9feb-0050569b7e95""}","LINESTRING (12.114057 54.101454, 12.116464 54.102970)","Rostock, Hanse- und Universitätsstadt",Amtsstr.
3034eb6c-3ef5-11e5-a004-0050569b7e95,"{""strasse_name"": ""An der Kesselschmiede"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""88430"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""3034eb6c-3ef5-11e5-a004-0050569b7e95""}","MULTILINESTRING ((12.106663 54.094735, 12.105821 54.093977), (12.107436 54.095683, 12.106544 54.094921), (12.107436 54.095683, 12.107649 54.095871, 12.107488 54.095938, 12.107436 54.095683))","Rostock, Hanse- und Universitätsstadt",An der Kesselschmiede
3034d24e-3ef5-11e5-9ff7-0050569b7e95,"{""strasse_name"": ""An den Buhnen"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""10800"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""3034d24e-3ef5-11e5-9ff7-0050569b7e95""}","LINESTRING (12.038053 54.166102, 12.038721 54.167446)","Rostock, Hanse- und Universitätsstadt",An den Buhnen
303465d4-3ef5-11e5-9fbb-0050569b7e95,"{""strasse_name"": ""Am Findling"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""10790"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""303465d4-3ef5-11e5-9fbb-0050569b7e95""}","MULTILINESTRING ((12.043915 54.164824, 12.046650 54.164838), (12.045200 54.165689, 12.045155 54.166324))","Rostock, Hanse- und Universitätsstadt",Am Findling
3034ae2c-3ef5-11e5-9fe3-0050569b7e95,"{""strasse_name"": ""Am Soll"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""88380"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""3034ae2c-3ef5-11e5-9fe3-0050569b7e95""}","MULTILINESTRING ((12.025903 54.169667, 12.026511 54.168289), (12.026887 54.168323, 12.028088 54.168388))","Rostock, Hanse- und Universitätsstadt",Am Soll
30346dfe-3ef5-11e5-9fbf-0050569b7e95,"{""strasse_name"": ""Am Golfplatz"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""13550"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""30346dfe-3ef5-11e5-9fbf-0050569b7e95""}","LINESTRING (12.026057 54.164592, 12.032852 54.163021)","Rostock, Hanse- und Universitätsstadt",Am Golfplatz
3034b3a4-3ef5-11e5-9fe6-0050569b7e95,"{""strasse_name"": ""Am Stolteraer Ring"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""13560"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""3034b3a4-3ef5-11e5-9fe6-0050569b7e95""}","MULTILINESTRING ((12.036704 54.169097, 12.036539 54.169251), (12.036499 54.169288, 12.036271 54.169201))","Rostock, Hanse- und Universitätsstadt",Am Stolteraer Ring
3034eedc-3ef5-11e5-a006-0050569b7e95,"{""strasse_name"": ""An der Koppel"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""10890"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""3034eedc-3ef5-11e5-a006-0050569b7e95""}","MULTILINESTRING ((12.045675 54.167794, 12.044647 54.167662), (12.044647 54.167662, 12.044636 54.168129), (12.044647 54.167662, 12.044083 54.167544), (12.045675 54.167794, 12.045544 54.168247), (12.045764 54.167584, 12.045675 54.167794))","Rostock, Hanse- und Universitätsstadt",An der Koppel
3034204c-3ef5-11e5-9f9a-0050569b7e95,"{""strasse_name"": ""A.-Tischbein-Str."", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""06900"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""3034204c-3ef5-11e5-9f9a-0050569b7e95""}","MULTILINESTRING ((12.067239 54.143697, 12.071710 54.149073), (12.071605 54.152756, 12.073419 54.148720), (12.071649 54.151505, 12.071658 54.151283))","Rostock, Hanse- und Universitätsstadt",A.-Tischbein-Str.
303516f0-3ef5-11e5-a018-0050569b7e95,"{""strasse_name"": ""Antwerpener Str."", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""13670"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""303516f0-3ef5-11e5-a018-0050569b7e95""}","LINESTRING (12.053113 54.152719, 12.055723 54.152557)","Rostock, Hanse- und Universitätsstadt",Antwerpener Str.
303403dc-3ef5-11e5-9f8b-0050569b7e95,"{""strasse_name"": ""Ackerweg"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""10110"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""303403dc-3ef5-11e5-9f8b-0050569b7e95""}","LINESTRING (12.039317 54.140749, 12.041049 54.140043)","Rostock, Hanse- und Universitätsstadt",Ackerweg
30340b2a-3ef5-11e5-9f90-0050569b7e95,"{""strasse_name"": ""Ahlbecker Str."", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""00130"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""30340b2a-3ef5-11e5-9f90-0050569b7e95""}","MULTILINESTRING ((12.048270 54.145668, 12.048261 54.142461), (12.048247 54.140523, 12.048261 54.142461))","Rostock, Hanse- und Universitätsstadt",Ahlbecker Str.
3034d5aa-3ef5-11e5-9ff9-0050569b7e95,"{""strasse_name"": ""An den Moorwiesen"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""12680"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""3034d5aa-3ef5-11e5-9ff9-0050569b7e95""}","LINESTRING (12.064052 54.103239, 12.060826 54.105367)","Rostock, Hanse- und Universitätsstadt",An den Moorwiesen
