id,json,geometrie,gemeinde_name,strasse_name,stat_bezirk_name
303446f8-3ef5-11e5-9fa9-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""303446f8-3ef5-11e5-9fa9-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Altkarlshof"", ""strasse_schluessel"": ""00280"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","LINESTRING (12.156709 54.092741, 12.156744 54.092777, 12.156753 54.092817, 12.156718 54.092908, 12.156553 54.093120, 12.156418 54.093262, 12.155062 54.095043, 12.154978 54.095102, 12.154765 54.095191, 12.153639 54.095735, 12.153733 54.095800, 12.153764 54.095786, 12.153869 54.095627)","Rostock, Hanse- und Universitätsstadt",Altkarlshof,Brinckmansdorf I
303518a8-3ef5-11e5-a019-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""303518a8-3ef5-11e5-a019-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Apfelweg"", ""strasse_schluessel"": ""11570"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","LINESTRING (12.130082 54.102565, 12.131191 54.103467, 12.131208 54.103516, 12.131092 54.104099, 12.131158 54.104182, 12.131145 54.104254, 12.130961 54.104238, 12.130977 54.104179, 12.131092 54.104099)","Rostock, Hanse- und Universitätsstadt",Apfelweg,Gehlsdorf
30342a10-3ef5-11e5-9fa0-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""30342a10-3ef5-11e5-9fa0-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Altbettelm\u00f6nchstr."", ""strasse_schluessel"": ""00240"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","LINESTRING (12.135633 54.087048, 12.136807 54.087325)","Rostock, Hanse- und Universitätsstadt",Altbettelmönchstr.,Stadtmitte V
3034b714-3ef5-11e5-9fe8-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""3034b714-3ef5-11e5-9fe8-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Am Strande"", ""strasse_schluessel"": ""00530"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","MULTILINESTRING ((12.129941 54.091980, 12.131737 54.091979, 12.133198 54.092036, 12.136329 54.092356, 12.136788 54.092392, 12.137199 54.092404, 12.139585 54.092405, 12.140711 54.092380, 12.142967 54.092365), (12.142967 54.092365, 12.144917 54.092348, 12.146052 54.092266, 12.146563 54.092175, 12.147227 54.091997), (12.147227 54.091997, 12.149541 54.091308, 12.150421 54.091079, 12.151196 54.090931, 12.151989 54.090805, 12.152537 54.090740, 12.154111 54.090638), (12.145698 54.093183, 12.146920 54.093087, 12.147142 54.093024, 12.147232 54.092959, 12.147298 54.092886, 12.147329 54.092787, 12.147344 54.092481, 12.147329 54.092322, 12.147227 54.091997), (12.142967 54.092365, 12.143026 54.092798), (12.144775 54.093222, 12.144658 54.093189, 12.144595 54.093139, 12.144524 54.092817, 12.144481 54.092769, 12.144369 54.092740, 12.143812 54.092747, 12.143440 54.092802, 12.143026 54.092798), (12.136332 54.092626, 12.136087 54.092614, 12.136004 54.092590, 12.135900 54.092522, 12.135901 54.092492, 12.136004 54.092458, 12.136064 54.092460, 12.136114 54.092476, 12.136332 54.092626), (12.143026 54.092798, 12.141000 54.092791, 12.140658 54.092774, 12.140033 54.092698, 12.139549 54.092666, 12.137169 54.092651, 12.136332 54.092626))","Rostock, Hanse- und Universitätsstadt",Am Strande,
3034e658-3ef5-11e5-a001-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""3034e658-3ef5-11e5-a001-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""An der Hege"", ""strasse_schluessel"": ""00670"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","LINESTRING (12.140780 54.089266, 12.141220 54.089309, 12.141517 54.088799, 12.141597 54.088724)","Rostock, Hanse- und Universitätsstadt",An der Hege,Stadtmitte II
3034577e-3ef5-11e5-9fb2-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""3034577e-3ef5-11e5-9fb2-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Am Bliesathsberg"", ""strasse_schluessel"": ""00330"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","LINESTRING (12.145439 54.089251, 12.146396 54.089144)","Rostock, Hanse- und Universitätsstadt",Am Bliesathsberg,Stadtmitte II
3034489c-3ef5-11e5-9faa-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""3034489c-3ef5-11e5-9faa-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Altschmiedestr."", ""strasse_schluessel"": ""00290"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","LINESTRING (12.146304 54.088446, 12.146396 54.089144, 12.146518 54.089420, 12.146796 54.089851)","Rostock, Hanse- und Universitätsstadt",Altschmiedestr.,Stadtmitte II
30345404-3ef5-11e5-9fb0-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""30345404-3ef5-11e5-9fb0-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Amberg"", ""strasse_schluessel"": ""00590"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","LINESTRING (12.145424 54.091154, 12.145728 54.091137, 12.146032 54.091093, 12.146242 54.091043, 12.146797 54.090871, 12.147118 54.090819)","Rostock, Hanse- und Universitätsstadt",Amberg,Stadtmitte II
3034c826-3ef5-11e5-9ff1-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""3034c826-3ef5-11e5-9ff1-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Am Wendl\u00e4nder Schilde"", ""strasse_schluessel"": ""00560"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","MULTILINESTRING ((12.146367 54.087418, 12.145876 54.087835), (12.144639 54.087452, 12.144846 54.087523, 12.145591 54.087713, 12.145876 54.087835), (12.145876 54.087835, 12.146009 54.087950, 12.146204 54.088184, 12.146270 54.088319, 12.146304 54.088446))","Rostock, Hanse- und Universitätsstadt",Am Wendländer Schilde,Stadtmitte II
3034a760-3ef5-11e5-9fdf-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""3034a760-3ef5-11e5-9fdf-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Am Schwibbogen"", ""strasse_schluessel"": ""00520"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","LINESTRING (12.146367 54.087418, 12.146837 54.087506, 12.146903 54.087540, 12.147016 54.087645, 12.147077 54.087766)","Rostock, Hanse- und Universitätsstadt",Am Schwibbogen,Stadtmitte II
3034cee8-3ef5-11e5-9ff5-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""3034cee8-3ef5-11e5-9ff5-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Am Ziegenmarkt"", ""strasse_schluessel"": ""00580"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","LINESTRING (12.138320 54.089070, 12.138466 54.088696)","Rostock, Hanse- und Universitätsstadt",Am Ziegenmarkt,Stadtmitte V
303481b8-3ef5-11e5-9fcb-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""303481b8-3ef5-11e5-9fcb-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Am Kanonsberg"", ""strasse_schluessel"": ""11340"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","LINESTRING (12.129941 54.091980, 12.129880 54.091667, 12.129820 54.091562, 12.129749 54.091484, 12.129542 54.091339, 12.128917 54.091035, 12.128750 54.090937, 12.128616 54.090833, 12.128485 54.090698, 12.128362 54.090538, 12.127953 54.089881)","Rostock, Hanse- und Universitätsstadt",Am Kanonsberg,Stadtmitte I
3034f242-3ef5-11e5-a008-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""3034f242-3ef5-11e5-a008-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""An der Oberkante"", ""strasse_schluessel"": ""00690"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","MULTILINESTRING ((12.134265 54.090559, 12.137120 54.090583, 12.137185 54.090430, 12.137249 54.090404, 12.137538 54.090407, 12.137570 54.090417, 12.137644 54.090500, 12.138163 54.090535), (12.131581 54.090456, 12.131667 54.090432, 12.132181 54.090432, 12.132369 54.090408, 12.133039 54.090472, 12.134266 54.090508))","Rostock, Hanse- und Universitätsstadt",An der Oberkante,Stadtmitte I
303433ac-3ef5-11e5-9fa5-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""303433ac-3ef5-11e5-9fa5-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Alter Markt"", ""strasse_schluessel"": ""00260"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","MULTILINESTRING ((12.147449 54.089205, 12.147676 54.089644, 12.147833 54.090150, 12.147831 54.090217, 12.147784 54.090255, 12.147179 54.090474, 12.147022 54.090504), (12.147179 54.091077, 12.147022 54.090504), (12.147022 54.090504, 12.146796 54.089851, 12.146455 54.089919))","Rostock, Hanse- und Universitätsstadt",Alter Markt,Stadtmitte II
30350174-3ef5-11e5-a00d-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""30350174-3ef5-11e5-a00d-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""An der Warnow"", ""strasse_schluessel"": ""13900"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","LINESTRING (12.151460 54.090124, 12.151806 54.089874, 12.152480 54.089128, 12.152557 54.089009, 12.152621 54.088869, 12.152646 54.088728, 12.152652 54.088357, 12.152631 54.088229, 12.152592 54.088134, 12.152469 54.087939, 12.152063 54.087422, 12.151890 54.087228, 12.151542 54.086926, 12.151014 54.086528)","Rostock, Hanse- und Universitätsstadt",An der Warnow,Stadtmitte II
3034837a-3ef5-11e5-9fcc-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""3034837a-3ef5-11e5-9fcc-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Am Kayenm\u00fchlengraben"", ""strasse_schluessel"": ""88410"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","LINESTRING (12.105205 54.095621, 12.104888 54.095714, 12.104789 54.095752, 12.104714 54.095802, 12.103603 54.096815, 12.103405 54.096893, 12.103018 54.096991, 12.102812 54.097087, 12.102076 54.097744)","Rostock, Hanse- und Universitätsstadt",Am Kayenmühlengraben,Kröpeliner-Tor-Vorstadt I
3034bdea-3ef5-11e5-9feb-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""3034bdea-3ef5-11e5-9feb-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Amtsstr."", ""strasse_schluessel"": ""00610"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","LINESTRING (12.114057 54.101454, 12.116464 54.102970)","Rostock, Hanse- und Universitätsstadt",Amtsstr.,Gehlsdorf
3034eb6c-3ef5-11e5-a004-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""3034eb6c-3ef5-11e5-a004-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""An der Kesselschmiede"", ""strasse_schluessel"": ""88430"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","MULTILINESTRING ((12.106663 54.094735, 12.106514 54.094718, 12.106458 54.094691, 12.105821 54.093977), (12.107436 54.095683, 12.106984 54.095293, 12.106664 54.094969, 12.106544 54.094921), (12.107436 54.095683, 12.107649 54.095871, 12.107488 54.095938, 12.107392 54.095850, 12.107436 54.095683))","Rostock, Hanse- und Universitätsstadt",An der Kesselschmiede,Kröpeliner-Tor-Vorstadt I
3034d24e-3ef5-11e5-9ff7-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""3034d24e-3ef5-11e5-9ff7-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""An den Buhnen"", ""strasse_schluessel"": ""10800"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","LINESTRING (12.038053 54.166102, 12.038721 54.167446)","Rostock, Hanse- und Universitätsstadt",An den Buhnen,Seebad Diedrichshagen III
303465d4-3ef5-11e5-9fbb-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""303465d4-3ef5-11e5-9fbb-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Am Findling"", ""strasse_schluessel"": ""10790"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","MULTILINESTRING ((12.043915 54.164824, 12.043977 54.165294, 12.043995 54.165325, 12.044840 54.165675, 12.045569 54.165694, 12.046527 54.165384, 12.046564 54.165360, 12.046583 54.165322, 12.046650 54.164838), (12.045200 54.165689, 12.045155 54.166324, 12.045075 54.166324, 12.045069 54.166420, 12.045244 54.166426, 12.045250 54.166328, 12.045155 54.166324))","Rostock, Hanse- und Universitätsstadt",Am Findling,Seebad Diedrichshagen III
